Date,Ticker,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio (5yr expected),Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Fiscal Year Ends,Most Recent Quarter  (mrq),Profit Margin,Operating Margin  (ttm),Return on Assets  (ttm),Return on Equity  (ttm),Revenue  (ttm),Revenue Per Share  (ttm),Quarterly Revenue Growth  (yoy),Gross Profit  (ttm),EBITDA,Net Income Avi to Common  (ttm),Diluted EPS  (ttm),Quarterly Earnings Growth  (yoy),Total Cash  (mrq),Total Cash Per Share  (mrq),Total Debt  (mrq),Total Debt/Equity  (mrq),Current Ratio  (mrq),Book Value Per Share  (mrq),Operating Cash Flow  (ttm),Levered Free Cash Flow  (ttm),Beta (5Y Monthly),52 Week Range3,S&P 500 52-Week Change3,52 Week High3,52 Week Low3,50-Day Moving Average3,200-Day Moving Average3,Avg Vol (3 month)3,Avg Vol (10 day)3,Shares Outstanding5,Implied Shares Outstanding6,Float8,% Held by Insiders1,% Held by Institutions1,Shares Short (6/28/2024)4,Short Ratio (6/28/2024)4,Short % of Float (6/28/2024)4,Short % of Shares Outstanding (6/28/2024)4,Shares Short (prior month 5/31/2024)4,Forward Annual Dividend Rate4,Forward Annual Dividend Yield4,Trailing Annual Dividend Rate3,Trailing Annual Dividend Yield3,5 Year Average Dividend Yield4,Payout Ratio4,Dividend Date3,Ex-Dividend Date4,Last Split Factor2,Last Split Date3,Shares Short (8/31/2018)4,Short Ratio (8/31/2018)4,Short % of Float (8/31/2018)4,Short % of Shares Outstanding (8/31/2018)4,Shares Short (prior month 7/31/2018)4,Shares Short4,Short Ratio4,Short % of Float4,Short % of Shares Outstanding4,Shares Short (prior month )4
2024-07-23,LLY,779.72B,803.35B,127.54,63.29,1.40,21.77,60.86,22.36,82.91,12/31/2023,3/31/2024,17.08%,31.20%,12.60%,50.75%,35.93B,39.92,26.00%,--,13.37B,6.14B,6.75,66.80%,2.65B,2.95,26.35B,204.28%,1.35,14.23,3.68B,-1.23B,0.41,89.27%,21.83%,966.10,446.56,858.35,715.96,2.87M,3.33M,900.4M,900.4M,898.22M,0.15%,83.67%,5.99M,2.23,0.75%,0.67%,6.16M,5.2,0.60%,4.69,0.54%,1.37,69.07%,9/10/2024,8/15/2024,2:1,10/16/1997,,,,,,,,,,
2024-07-23,LIN,214.45B,229.92B,34.64,28.82,2.75,6.67,5.52,7.02,18.56,12/31/2023,3/31/2024,19.26%,25.95%,6.52%,15.83%,32.76B,67.45,-1.10%,--,12.2B,6.31B,12.89,7.30%,4.85B,10.09,20.32B,50.51%,0.91,80.78,9.35B,3.16B,0.94,14.08%,21.83%,477.71,361.02,436.12,424.04,1.72M,1.42M,480.72M,480.72M,479.02M,0.20%,87.55%,4.98M,2.71,1.04%,1.04%,5.13M,5.56,1.25%,5.22,1.17%,1.46,40.49%,6/18/2024,6/4/2024,2:1,12/16/2003,,,,,,,,,,
2024-07-23,LYV,22.00B,23.52B,87.22,66.23,2.27,0.94,31.01,1.0,13.79,12/31/2023,3/31/2024,2.22%,3.92%,3.53%,58.68%,23.42B,102.30,21.50%,--,1.63B,252.1M,1.09,--,6.5B,28.3,8.02B,552.15%,0.92,-0.50,1.2B,769.93M,1.34,-3.45%,21.83%,107.24,76.48,94.26,92.07,2.14M,1.73M,231.44M,231.44M,159.35M,32.24%,75.50%,12.57M,5.68,7.98%,5.43%,12.27M,--,--,0.00,0.00%,--,0.00%,--,--,--,--,,,,,,,,,,
2024-07-23,LKQ,12.04B,17.31B,14.55,11.57,1.66,0.85,1.95,1.22,10.17,12/31/2023,3/31/2024,5.80%,8.83%,6.16%,13.98%,14.22B,53.15,10.60%,--,1.72B,830M,3.10,-41.50%,345M,1.29,5.61B,90.93%,1.70,23.07,1.39B,731.5M,1.29,-21.16%,21.83%,57.73,39.72,42.77,46.67,1.87M,1.39M,266.78M,266.78M,264.83M,0.51%,101.79%,3.83M,2.11,1.62%,1.44%,3.92M,1.2,2.66%,1.15,2.55%,--,37.10%,5/30/2024,5/15/2024,2:1,9/19/2012,,,,,,,,,,
2024-07-23,LMT,112.92B,129.55B,17.37,18.48,4.93,1.69,16.98,1.86,12.50,12/31/2023,3/31/2024,9.73%,12.00%,10.22%,83.16%,69.64B,282.17,13.70%,--,10.15B,6.78B,27.34,-8.50%,2.79B,11.63,19.42B,292.00%,1.30,27.82,7.99B,5.14B,0.46,4.50%,21.83%,501.70,393.77,465.88,449.76,905.17k,829.96k,237.94M,239.94M,176.66M,0.07%,74.10%,2.15M,1.85,1.07%,0.91%,1.89M,12.6,2.65%,12.30,2.59%,2.62,45.01%,9/27/2024,9/3/2024,2:1,1/4/1999,,,,,,,,,,
2024-07-23,L,17.29B,26.83B,11.60,--,--,1.09,1.07,1.67,--,12/31/2023,3/31/2024,9.27%,16.69%,1.89%,10.06%,16.35B,72.74,11.80%,--,2.93B,1.52B,6.73,21.90%,6.18B,27.91,10.1B,59.44%,0.49,72.87,3.39B,1.15B,0.84,28.00%,21.83%,81.11,60.98,75.96,72.47,716.34k,475.23k,221.41M,221.41M,182.98M,18.59%,60.08%,1.71M,1.94,0.95%,0.77%,1.45M,0.25,0.32%,0.25,0.32%,0.47,3.71%,6/11/2024,5/29/2024,3:1,5/9/2006,,,,,,,,,,
2024-07-23,LOW,136.91B,173.90B,19.24,19.92,1.70,1.63,--,2.04,13.41,2/2/2024,5/3/2024,8.46%,12.42%,14.82%,--,85.39B,148.32,-4.40%,--,12.76B,7.2B,12.49,-22.30%,3.24B,5.68,40.31B,--,1.17,-25.53,10.3B,6.68B,1.07,2.71%,21.83%,262.49,181.85,224.62,220.83,2.57M,2.68M,569.84M,569.84M,568.64M,0.10%,76.95%,9.44M,3.13,1.66%,1.66%,8.75M,4.6,1.91%,4.40,1.83%,1.69,35.23%,8/7/2024,7/24/2024,2:1,7/3/2006,,,,,,,,,,
2024-07-23,LULU,35.63B,35.13B,22.87,20.00,1.15,3.68,8.44,3.57,13.36,1/28/2024,4/28/2024,16.09%,19.59%,22.56%,41.94%,9.83B,77.74,10.40%,--,2.63B,1.58B,12.45,10.70%,1.9B,15.2,1.4B,33.23%,2.72,33.60,2.38B,1.56B,1.26,-25.42%,21.83%,516.39,279.16,309.28,400.51,2.35M,1.84M,119.89M,125M,115.35M,4.54%,92.08%,5.43M,1.82,5.37%,4.34%,4.03M,--,--,0.00,0.00%,--,0.00%,--,--,2:1,7/12/2011,,,,,,,,,,
2024-07-23,LYB,31.74B,42.00B,15.04,11.89,0.97,0.78,2.45,1.03,9.19,12/31/2023,3/31/2024,5.18%,7.05%,5.62%,16.32%,40.78B,125.59,-3.10%,--,4.66B,2.11B,6.48,-0.20%,2.34B,7.19,12.8B,97.65%,2.12,39.89,4.35B,1.44B,1.10,3.98%,21.83%,107.02,88.46,96.80,96.61,1.65M,1.35M,325.62M,325.62M,259.6M,20.33%,72.17%,4.53M,2.41,1.74%,1.39%,3.92M,5.36,5.50%,5.00,5.13%,5.15,77.16%,6/10/2024,6/3/2024,--,--,,,,,,,,,,
2024-07-23,MTB,28.57B,--,12.67,12.32,--,3.11,1.11,5.17,--,12/31/2023,6/30/2024,27.83%,42.05%,1.13%,8.70%,8.47B,50.96,-12.20%,--,--,2.25B,13.48,-24.50%,26.67B,159.07,16.08B,--,--,153.17,--,--,0.76,23.94%,21.83%,175.00,108.53,151.08,138.38,833.99k,1.1M,167.22M,166.85M,166.61M,0.45%,85.85%,2.93M,3.57,2.00%,1.76%,2.87M,5.4,3.16%,5.25,3.07%,3.31,38.92%,6/28/2024,6/3/2024,10:1,10/6/2000,,,,,,,,,,
2024-07-23,MRO,15.82B,21.20B,11.69,9.32,--,2.64,1.42,3.32,4.82,12/31/2023,3/31/2024,22.37%,26.82%,6.15%,12.73%,6.41B,10.79,-2.80%,--,4.2B,1.43B,2.42,-28.80%,58M,0.1,5.43B,48.71%,0.55,19.62,3.98B,1.29B,2.19,8.85%,21.83%,30.06,21.81,27.80,26.09,8.73M,5.17M,559.54M,565.56M,561.88M,0.45%,81.66%,10.48M,0.88,2.14%,1.87%,12.89M,0.44,1.56%,0.43,1.52%,1.61,17.36%,6/10/2024,5/14/2024,10000:5965,7/1/2011,,,,,,,,,,
2024-07-23,MPC,58.45B,79.41B,8.25,11.05,15.65,0.44,2.55,0.54,4.87,12/31/2023,3/31/2024,5.36%,4.76%,8.16%,29.64%,147.39B,381.60,-5.60%,--,14.6B,7.89B,20.12,-65.60%,7.57B,21.5,28.53B,95.84%,1.43,64.57,11.59B,7.39B,1.39,28.99%,21.83%,221.11,127.14,172.62,168.60,2.56M,2.7M,352.33M,352.33M,351.25M,0.29%,76.32%,8.36M,3.0,2.38%,2.37%,9.08M,3.3,1.99%,3.22,1.94%,3.54,15.66%,6/10/2024,5/15/2024,2:1,6/11/2015,,,,,,,,,,
2024-07-23,MKTX,8.44B,8.06B,32.68,32.47,3.22,11.04,6.40,10.62,19.58,12/31/2023,3/31/2024,33.83%,43.98%,10.98%,21.07%,759.7M,20.20,3.50%,--,384.46M,257.04M,6.81,-1.40%,476.11M,12.56,78.24M,5.93%,19.39,34.75,321.29M,87.68M,1.03,-17.39%,21.83%,297.97,192.42,205.78,226.93,433.14k,359.32k,37.9M,37.9M,37.18M,2.31%,101.26%,1.17M,2.17,3.57%,3.08%,974.96k,2.96,1.33%,2.90,1.30%,0.81,42.58%,6/5/2024,5/21/2024,--,--,,,,,,,,,,
2024-07-23,MAR,69.39B,82.47B,25.10,25.77,2.63,3.01,--,3.43,19.91,12/31/2023,3/31/2024,45.33%,57.25%,9.52%,--,6.38B,21.49,5.20%,--,4.2B,2.89B,9.67,-25.50%,429M,1.5,13.51B,--,0.42,-5.63,3.06B,2.48B,1.60,24.69%,21.83%,260.57,180.75,238.83,229.63,1.46M,1.44M,285.62M,285.62M,248.34M,17.75%,62.83%,6.36M,3.85,2.85%,2.23%,5.93M,2.52,1.04%,2.08,0.86%,1.29,21.49%,6/28/2024,5/23/2024,1061:1000,11/22/2011,,,,,,,,,,
2024-07-23,MMC,107.71B,121.49B,27.17,25.38,2.67,4.62,8.06,5.14,17.98,12/31/2023,6/30/2024,16.97%,27.45%,8.35%,31.64%,23.63B,47.98,5.90%,--,7.09B,4.01B,8.06,8.70%,1.65B,3.36,15.43B,113.79%,1.17,27.17,4.03B,3.72B,0.93,13.25%,21.83%,221.71,184.02,211.02,200.66,1.64M,1.83M,491.76M,492.72M,490.66M,0.09%,90.50%,4.43M,2.27,1.09%,0.90%,4.35M,3.26,1.49%,2.94,1.34%,1.45,35.24%,8/15/2024,7/25/2024,2:1,7/1/2002,,,,,,,,,,
2024-07-23,MLM,35.00B,37.09B,16.68,26.74,3.41,5.28,3.94,5.56,10.85,12/31/2023,3/31/2024,31.36%,8.95%,6.08%,26.30%,6.67B,107.95,-7.60%,--,2.03B,2.11B,34.01,763.60%,2.65B,42.96,4.74B,53.43%,3.16,143.98,1.54B,1.85B,0.91,23.89%,21.83%,626.67,389.90,561.76,528.68,465.26k,557.64k,61.64M,61.64M,61.16M,0.69%,99.01%,1.27M,2.75,2.34%,2.06%,1.14M,2.96,0.52%,2.88,0.51%,0.72,8.46%,6/28/2024,6/3/2024,--,--,,,,,,,,,,
2024-07-23,MAS,16.04B,18.92B,17.85,17.83,1.81,2.07,--,2.39,14.07,12/31/2023,3/31/2024,11.60%,16.51%,15.92%,"5,232.43%",7.91B,35.37,-2.70%,--,1.52B,918M,4.08,4.90%,368M,1.67,3.25B,"2,069.43%",1.74,-0.34,1.29B,902.5M,1.24,20.28%,21.83%,78.94,47.66,68.80,67.12,1.82M,2.24M,220.24M,223.62M,219.06M,0.33%,98.61%,5.4M,2.94,2.78%,2.45%,6.59M,1.16,1.59%,1.15,1.58%,1.52,28.06%,6/10/2024,5/23/2024,1138:1000,7/1/2015,,,,,,,,,,
2024-07-23,MA,416.41B,424.38B,35.61,31.25,1.51,16.4,57.49,16.51,26.93,12/31/2023,3/31/2024,46.09%,58.76%,22.89%,186.32%,25.7B,27.37,10.40%,--,15.75B,11.85B,12.59,27.50%,7.66B,8.24,15.63B,213.86%,1.09,7.78,11.73B,11.05B,1.09,11.63%,21.83%,490.00,359.77,448.69,438.84,2.6M,2.81M,922.47M,7.72M,921.21M,10.60%,79.05%,4.4M,1.68,0.53%,0.47%,3.99M,2.64,0.59%,2.46,0.55%,0.52,18.84%,8/9/2024,7/9/2024,10:1,1/22/2014,,,,,,,,,,
2024-07-23,MTCH,9.14B,12.06B,15.09,15.43,0.55,2.91,10.97,3.51,12.07,12/31/2023,3/31/2024,19.03%,21.49%,13.12%,--,3.44B,12.59,9.20%,--,1.02B,653.93M,2.28,2.00%,920.87M,3.47,3.95B,--,2.41,-0.41,1.06B,781.46M,1.49,-22.08%,21.83%,49.24,27.66,31.13,33.63,5.54M,7.61M,265.67M,265.67M,246.13M,0.75%,106.28%,14.38M,2.86,6.19%,5.41%,15.6M,--,--,0.00,0.00%,1.52,0.00%,12/19/2018,11/10/2015,3502:1000,7/1/2020,,,,,,,,,,
2024-07-23,MKC,19.70B,24.00B,26.80,25.58,2.61,2.96,3.70,3.59,19.06,11/30/2023,5/31/2024,11.07%,14.50%,5.05%,14.35%,6.68B,24.89,-1.00%,--,1.23B,739.6M,2.74,21.10%,166.3M,0.62,4.47B,83.48%,0.69,19.83,1.14B,687.52M,0.75,-18.25%,21.83%,90.45,59.13,71.26,68.93,1.91M,2.08M,252.02M,268.97M,267.32M,0.02%,88.69%,5.48M,2.36,--,2.04%,5.87M,1.68,2.29%,1.62,2.21%,1.67,59.12%,7/22/2024,7/8/2024,2:1,12/1/2020,,,,,,,,,,
2024-07-23,MCD,187.05B,237.09B,22.05,21.37,2.27,7.35,--,9.2,16.86,12/31/2023,3/31/2024,33.36%,44.21%,13.99%,--,25.76B,35.51,4.60%,--,13.81B,8.6B,11.76,7.00%,838M,1.16,50.94B,--,0.83,-6.71,9.58B,6.31B,0.71,-11.23%,21.83%,302.39,243.53,258.15,274.43,3.74M,4M,720.68M,720.68M,718.39M,0.17%,72.15%,8.77M,2.19,1.22%,1.22%,8.08M,6.68,2.57%,6.38,2.46%,2.25,54.21%,6/17/2024,6/3/2024,2:1,3/8/1999,,,,,,,,,,
2024-07-23,MCK,75.62B,78.43B,26.04,18.38,3.23,0.25,5.04,0.25,16.77,3/31/2024,3/31/2024,0.97%,1.51%,4.41%,--,308.95B,"2,319.45",10.80%,--,5.11B,3B,22.39,0.50%,4.58B,35.26,7.43B,--,0.92,-15.16,4.31B,4.38B,0.45,41.76%,21.83%,612.17,395.30,578.22,512.80,718.74k,683.28k,129.71M,130.13M,129.7M,0.11%,88.39%,1.85M,2.58,1.43%,1.43%,1.98M,2.48,0.43%,2.40,0.41%,0.77,10.72%,7/1/2024,6/3/2024,2:1,1/5/1998,,,,,,,,,,
2024-07-23,MDT,101.68B,118.70B,28.73,14.58,1.47,3.26,2.03,3.67,14.47,4/26/2024,4/26/2024,11.36%,21.47%,4.43%,7.26%,32.36B,24.38,0.50%,--,9.06B,3.68B,2.76,-44.50%,8.01B,6.24,26.05B,51.66%,2.03,38.29,6.79B,5.46B,0.83,-10.86%,21.83%,91.00,68.84,81.04,80.95,6.41M,6.95M,1.28B,1.28B,1.28B,0.12%,88.56%,15.22M,2.18,1.19%,1.19%,13.32M,2.8,3.53%,2.76,3.48%,2.57,100.00%,7/12/2024,6/28/2024,2:1,9/27/1999,,,,,,,,,,
2024-07-23,MRK,318.35B,346.95B,139.66,14.60,0.10,5.21,7.89,5.65,38.63,12/31/2023,3/31/2024,3.76%,42.47%,10.26%,5.31%,61.4B,24.22,8.90%,--,21.21B,2.31B,0.90,68.80%,5.62B,2.22,34.22B,84.65%,1.25,15.94,14.76B,9.59B,0.39,16.89%,21.83%,134.63,99.14,128.67,119.34,8.42M,6.84M,2.53B,2.53B,2.53B,0.05%,78.73%,23.35M,2.12,0.92%,0.92%,20.41M,3.08,2.45%,2.96,2.36%,2.88,333.33%,7/8/2024,6/17/2024,1048:1000,6/3/2021,,,,,,,,,,
2024-07-23,META,1.24T,1.22T,28.04,24.69,1.15,9.0,8.27,8.52,18.19,12/31/2023,3/31/2024,32.06%,38.58%,17.31%,33.36%,142.71B,55.67,27.30%,--,68.45B,45.76B,17.40,116.70%,58.12B,22.91,37.63B,25.17%,2.68,58.94,76.36B,35.13B,1.21,65.52%,21.83%,542.81,274.38,492.43,426.50,15.08M,15.71M,2.19B,2.54B,2.19B,0.16%,79.12%,30.43M,2.55,1.39%,1.20%,27.9M,2,0.41%,0.50,0.10%,--,2.88%,6/26/2024,6/14/2024,--,--,,,,,,,,,,
2024-07-23,MET,53.50B,70.40B,26.03,8.90,0.12,0.84,1.88,1.05,--,12/31/2023,3/31/2024,3.50%,8.15%,0.37%,7.82%,67.57B,90.74,4.30%,--,4.72B,2.17B,2.89,983.80%,27.99B,39.35,40.48B,140.59%,1.53,39.87,14.02B,-6.38B,1.05,21.91%,21.83%,76.90,57.91,71.64,68.29,3.09M,3.02M,711.12M,711.12M,593.59M,16.39%,75.69%,8.58M,2.69,1.45%,1.21%,8.75M,2.18,2.90%,2.08,2.76%,3.42,71.97%,9/10/2024,8/6/2024,1122:1000,8/7/2017,,,,,,,,,,
2024-07-23,MTD,29.32B,31.33B,38.48,34.72,3.08,7.9,--,8.28,26.82,12/31/2023,3/31/2024,20.55%,27.12%,20.32%,--,3.79B,174.55,-0.30%,--,1.17B,777.86M,35.69,-5.80%,70.19M,3.29,2.09B,--,1.07,-7.43,1B,780.55M,1.17,4.55%,21.83%,"1,535.86",928.50,"1,423.55","1,238.13",149.15k,120.55k,21.36M,21.36M,21.01M,1.52%,98.09%,340.36k,2.06,1.84%,1.59%,342.89k,--,--,0.00,0.00%,--,0.00%,--,--,--,--,,,,,,,,,,
2024-07-23,MGM,13.73B,42.39B,16.71,15.77,1.63,0.91,3.97,2.54,17.53,12/31/2023,3/31/2024,5.37%,11.45%,2.44%,24.43%,16.63B,48.69,13.20%,--,2.48B,893.81M,2.62,-53.40%,2.72B,8.68,31.73B,781.68%,1.51,10.98,2.54B,798.24M,2.25,-11.95%,21.83%,51.35,34.12,41.92,41.84,3.61M,2.89M,313.68M,313.68M,246.15M,0.81%,66.80%,12.2M,3.26,5.08%,3.89%,15.43M,--,--,0.00,0.00%,0.81,0.00%,12/15/2022,12/8/2022,2:1,5/19/2005,,,,,,,,,,
2024-07-23,MCHP,49.96B,55.67B,26.76,33.78,3.76,6.68,7.50,7.29,16.20,3/31/2024,3/31/2024,24.98%,17.85%,9.92%,28.96%,7.63B,14.09,-40.60%,--,3.44B,1.91B,3.48,-74.40%,319.7M,0.6,6.16B,92.54%,1.20,12.41,2.89B,2.23B,1.54,2.51%,21.83%,100.57,68.75,93.36,86.92,5.98M,5.65M,536.5M,556.04M,525.17M,2.10%,96.85%,25.96M,3.8,5.66%,4.84%,26.91M,1.81,1.94%,1.68,1.81%,1.48,48.33%,6/5/2024,5/21/2024,2:1,10/13/2021,,,,,,,,,,
2024-07-23,MU,127.83B,133.32B,10.05,13.39,--,5.94,2.89,6.24,20.33,8/31/2023,5/30/2024,-7.20%,10.00%,-1.57%,-3.43%,21.37B,19.39,81.50%,--,5.99B,-1.54B,-1.41,--,8.38B,7.56,13.93B,31.51%,3.41,39.88,5.35B,-1.58B,1.18,75.52%,21.83%,157.54,61.75,131.14,99.62,21.51M,23.58M,1.11B,1.11B,1.1B,0.25%,84.57%,27.6M,1.05,2.50%,2.49%,26.49M,0.46,0.40%,0.46,0.40%,0.33,31.56%,7/23/2024,7/8/2024,2:1,5/2/2000,,,,,,,,,,
2024-07-23,MSFT,3.29T,3.29T,38.38,33.00,2.18,13.98,13.00,13.91,25.77,6/30/2023,3/31/2024,36.43%,44.59%,15.41%,38.49%,236.58B,31.83,17.00%,--,125.98B,86.18B,11.56,19.90%,80.01B,10.77,106.23B,41.96%,1.24,34.06,110.12B,62B,0.89,26.20%,21.83%,468.35,309.45,437.87,399.50,18.79M,18.57M,7.43B,7.49B,7.42B,0.05%,73.60%,64.47M,3.3,0.87%,0.87%,56.42M,3,0.68%,2.93,0.66%,0.92,24.78%,9/12/2024,8/15/2024,2:1,2/18/2003,,,,,,,,,,
2024-07-23,MAA,16.94B,21.51B,30.40,35.34,--,7.83,2.78,9.95,16.52,12/31/2023,3/31/2024,25.92%,30.49%,3.73%,9.12%,2.16B,18.54,2.80%,--,1.25B,556.73M,4.77,5.80%,54.6M,0.47,4.65B,74.33%,0.10,52.02,1.12B,900.57M,0.85,-4.48%,21.83%,155.38,115.56,138.31,131.15,640.02k,664.31k,116.83M,119.96M,115.76M,0.65%,95.70%,2.74M,4.38,3.22%,2.34%,2.59M,5.88,4.05%,5.67,3.91%,3.11,118.87%,7/31/2024,7/15/2024,--,--,,,,,,,,,,
2024-07-23,MRNA,46.95B,39.66B,7.06,--,--,9.18,3.66,7.8,4.64,12/31/2023,3/31/2024,-115.82%,-758.08%,-15.72%,-37.68%,5.15B,13.52,-91.00%,--,-4.56B,-5.97B,-15.59,--,8.52B,22.24,1.24B,9.65%,4.03,33.47,-2.88B,-1.95B,1.66,0.52%,21.83%,170.47,62.55,134.38,105.05,3.98M,2.86M,383.24M,383.24M,345.91M,9.55%,73.18%,22.13M,5.18,7.60%,5.77%,20.18M,--,--,0.00,0.00%,--,0.00%,--,--,--,--,,,,,,,,,,
2024-07-23,MHK,8.13B,10.53B,7.61,13.57,--,0.74,1.06,0.96,29.33,12/31/2023,3/30/2024,-3.77%,5.77%,3.58%,-5.26%,11.01B,172.86,-4.50%,--,1.43B,-414.72M,-6.52,30.90%,658.5M,10.31,3.06B,39.97%,1.83,119.59,1.26B,724.58M,1.38,12.56%,21.83%,136.40,76.02,117.23,106.65,678.55k,831.53k,63.86M,64.22M,53.36M,17.09%,83.39%,2.15M,3.09,4.06%,3.37%,1.75M,--,--,0.00,0.00%,--,0.00%,--,--,3:2,12/5/1997,,,,,,,,,,
2024-07-23,MOH,16.97B,10.41B,15.72,12.36,--,0.47,3.78,0.29,6.07,12/31/2023,3/31/2024,3.09%,4.43%,6.88%,27.53%,34.66B,599.65,20.80%,--,1.7B,1.07B,18.42,-6.20%,8.94B,152.51,2.38B,53.02%,1.49,76.15,960M,495.25M,0.58,-8.25%,21.83%,423.92,282.96,312.48,354.84,533.25k,721.85k,58.58M,60.39M,57.89M,1.11%,99.48%,1.71M,2.79,3.32%,2.91%,1.62M,--,--,0.00,0.00%,--,0.00%,--,--,3:2,5/23/2011,,,,,,,,,,
2024-07-23,TAP,11.14B,16.90B,10.48,9.62,2.92,0.95,0.85,1.41,7.27,12/31/2023,3/31/2024,9.07%,12.18%,4.23%,8.32%,11.95B,55.58,10.70%,--,2.44B,1.08B,5.01,186.60%,458.4M,2.16,6.44B,48.19%,0.69,61.83,2.1B,1.05B,0.82,-25.70%,21.83%,70.90,49.19,52.73,59.73,2.29M,1.79M,197.27M,212.14M,189.72M,11.54%,89.24%,7.83M,2.83,5.24%,3.69%,10.03M,1.76,3.35%,1.67,3.18%,2.65,33.33%,9/20/2024,8/30/2024,2:1,10/4/2007,,,,,,,,,,
2024-07-23,MDLZ,89.25B,107.45B,21.19,19.08,2.87,2.51,3.13,2.97,13.29,12/31/2023,3/31/2024,11.87%,30.55%,5.97%,15.13%,36.14B,26.60,1.40%,--,8.42B,4.29B,3.14,-32.10%,1.38B,1.03,19.57B,68.63%,0.77,21.19,4.91B,3.58B,0.54,-10.56%,21.83%,77.20,60.75,67.61,69.73,6.6M,6.59M,1.34B,1.34B,1.34B,0.17%,83.55%,12.41M,1.98,0.93%,0.93%,12.71M,1.7,2.55%,1.66,2.49%,2.14,52.87%,7/12/2024,6/28/2024,--,--,,,,,,,,,,
2024-07-23,MPWR,41.73B,40.45B,102.19,63.69,2.80,22.91,19.74,22.13,82.32,12/31/2023,3/31/2024,22.44%,20.94%,11.79%,21.09%,1.83B,38.11,1.50%,--,491.78M,410.11M,8.40,-15.70%,1.29B,26.43,8.55M,0.41%,6.34,43.43,667.46M,426.06M,1.12,55.46%,21.83%,891.67,392.10,791.49,654.27,495.99k,560.14k,48.67M,52.97M,46.81M,3.65%,95.93%,1.78M,3.55,4.92%,3.65%,1.4M,5,0.58%,4.25,0.50%,0.68,50.66%,7/15/2024,6/28/2024,--,--,,,,,,,,,,
2024-07-23,MNST,49.63B,46.07B,31.87,28.09,1.78,7.25,5.79,6.28,22.12,12/31/2023,3/31/2024,22.83%,28.54%,13.65%,20.98%,7.34B,7.03,11.80%,--,2.14B,1.68B,1.58,11.20%,3.56B,3.42,61.91M,0.72%,4.91,8.23,1.71B,975.65M,0.76,-13.29%,21.83%,61.23,47.13,51.26,54.31,10.02M,5.44M,985.43M,1.05B,700.8M,26.79%,69.07%,22.83M,1.4,3.27%,2.32%,26.01M,--,--,0.00,0.00%,--,0.00%,--,--,2:1,3/28/2023,,,,,,,,,,
2024-07-23,MCO,82.24B,87.04B,49.17,40.98,2.98,13.28,23.00,13.97,30.05,12/31/2023,3/31/2024,27.01%,45.24%,10.38%,49.58%,6.23B,34.05,21.50%,--,2.86B,1.68B,9.14,15.20%,2.53B,13.88,7.53B,201.61%,1.42,19.58,2.32B,1.86B,1.28,24.51%,21.83%,458.24,298.86,418.92,382.27,716.27k,811.01k,182.61M,182.61M,170.08M,13.76%,79.37%,1.88M,2.64,1.19%,1.03%,1.85M,3.4,0.75%,3.16,0.70%,0.83,34.50%,6/7/2024,5/16/2024,2:1,5/19/2005,,,,,,,,,,
2024-07-23,MS,165.85B,--,16.85,15.72,3.57,3.16,1.83,3.9,--,12/31/2023,6/30/2024,18.56%,33.56%,--,--,56.12B,34.93,12.40%,--,--,9.85B,6.08,41.00%,727.05B,449.07,416.83B,416.25%,--,55.60,--,--,1.37,8.49%,21.83%,109.11,69.42,99.27,88.96,6.18M,9.64M,1.62B,1.63B,1.24B,23.31%,61.03%,10.07M,1.78,0.81%,0.62%,13.24M,3.7,3.61%,3.47,3.39%,2.97,55.92%,8/15/2024,7/31/2024,2:1,1/27/2000,,,,,,,,,,
2024-07-23,MOS,9.45B,13.89B,12.45,11.61,1.97,0.76,0.79,1.09,7.00,12/31/2023,3/31/2024,6.07%,7.57%,2.72%,6.66%,12.77B,38.94,-25.70%,--,2.08B,775.3M,2.36,-89.60%,336.7M,1.05,4.78B,39.31%,1.16,37.40,2.18B,563.7M,1.42,-26.14%,21.83%,42.81,26.54,29.13,32.11,4.43M,3.53M,321.39M,321.39M,319.57M,0.93%,86.70%,6.97M,1.44,2.47%,2.17%,6.02M,0.84,2.86%,0.81,2.76%,1.24,34.32%,6/20/2024,6/6/2024,2:1,12/1/1995,,,,,,,,,,
2024-07-23,MSI,66.07B,71.44B,48.97,30.12,2.45,6.63,126.82,7.01,31.25,12/31/2023,3/30/2024,13.65%,24.03%,12.64%,355.47%,10.2B,61.15,10.00%,--,2.94B,1.39B,8.08,--,1.51B,9.06,6.88B,"1,280.45%",1.19,3.12,2.43B,1.91B,0.95,32.95%,21.83%,399.62,269.65,377.68,336.00,687.81k,572.75k,166.79M,166.79M,166.03M,0.40%,86.06%,1.94M,2.71,1.35%,1.17%,1.7M,3.92,0.99%,3.72,0.94%,1.33,45.98%,7/15/2024,6/14/2024,10000:40425,1/4/2011,,,,,,,,,,
