Date,Ticker,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio (5yr expected),Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Fiscal Year Ends,Most Recent Quarter  (mrq),Profit Margin,Operating Margin  (ttm),Return on Assets  (ttm),Return on Equity  (ttm),Revenue  (ttm),Revenue Per Share  (ttm),Quarterly Revenue Growth  (yoy),Gross Profit  (ttm),EBITDA,Net Income Avi to Common  (ttm),Diluted EPS  (ttm),Quarterly Earnings Growth  (yoy),Total Cash  (mrq),Total Cash Per Share  (mrq),Total Debt  (mrq),Total Debt/Equity  (mrq),Current Ratio  (mrq),Book Value Per Share  (mrq),Operating Cash Flow  (ttm),Levered Free Cash Flow  (ttm),Beta (5Y Monthly),52 Week Range3,S&P 500 52-Week Change3,52 Week High3,52 Week Low3,50-Day Moving Average3,200-Day Moving Average3,Avg Vol (3 month)3,Avg Vol (10 day)3,Shares Outstanding5,Implied Shares Outstanding6,Float8,% Held by Insiders1,% Held by Institutions1,Shares Short (6/28/2024)4,Short Ratio (6/28/2024)4,Short % of Float (6/28/2024)4,Short % of Shares Outstanding (6/28/2024)4,Shares Short (prior month 5/31/2024)4,Forward Annual Dividend Rate4,Forward Annual Dividend Yield4,Trailing Annual Dividend Rate3,Trailing Annual Dividend Yield3,5 Year Average Dividend Yield4,Payout Ratio4,Dividend Date3,Ex-Dividend Date4,Last Split Factor2,Last Split Date3,Shares Short (8/31/2018)4,Short Ratio (8/31/2018)4,Short % of Float (8/31/2018)4,Short % of Shares Outstanding (8/31/2018)4,Shares Short (prior month 7/31/2018)4,Shares Short4,Short Ratio4,Short % of Float4,Short % of Shares Outstanding4,Shares Short (prior month )4
2024-07-23,IDXX,39.25B,39.92B,46.06,43.48,4.54,10.72,25.02,10.72,32.15,12/31/2023,3/31/2024,23.26%,31.01%,22.63%,71.91%,3.72B,44.83,7.10%,--,1.23B,866.57M,10.31,10.10%,397.43M,4.81,1.07B,68.13%,1.57,18.93,921.18M,733.09M,1.32,-14.62%,21.83%,583.39,372.50,499.37,504.60,530.81k,529.8k,82.59M,82.59M,81.7M,0.93%,92.65%,2.69M,4.65,4.17%,3.25%,1.75M,--,--,0.00,0.00%,--,0.00%,--,--,2:1,6/16/2015,,,,,,,,,,
2024-07-23,ITW,73.22B,80.59B,24.20,23.92,2.56,4.62,24.25,5.02,17.36,12/31/2023,3/31/2024,19.07%,28.57%,16.74%,100.03%,16.06B,53.35,-1.10%,--,4.62B,3.06B,10.13,14.70%,959M,3.21,8.33B,275.57%,1.32,10.12,3.4B,2.68B,1.11,-4.14%,21.83%,271.15,217.50,242.09,248.29,1.09M,1.08M,298.4M,300.27M,271.04M,0.73%,82.35%,5.73M,4.92,1.93%,1.92%,6.34M,5.6,2.28%,5.51,2.25%,2.26,54.34%,7/11/2024,6/28/2024,2:1,5/26/2006,,,,,,,,,,
2024-07-23,INCY,12.84B,9.03B,19.75,14.16,0.96,3.92,2.38,2.4,8.16,12/31/2023,3/31/2024,19.78%,10.47%,6.89%,15.13%,3.77B,16.82,8.90%,--,801.76M,745.44M,3.30,681.20%,3.85B,17.15,37.4M,0.69%,3.47,24.02,820.9M,977.97M,0.74,2.19%,21.83%,67.36,50.27,59.95,58.03,3.62M,1.89M,197.01M,226.99M,192.11M,1.72%,97.15%,16.93M,2.93,15.02%,8.59%,11.66M,--,--,0.00,0.00%,--,0.00%,--,--,2:1,9/1/2000,,,,,,,,,,
2024-07-23,IR,40.34B,41.65B,49.73,30.77,1.62,5.91,4.09,6.02,24.41,12/31/2023,3/31/2024,11.85%,19.03%,5.31%,8.56%,6.92B,17.10,2.50%,--,1.76B,819.8M,2.01,25.50%,1.48B,3.66,2.8B,28.23%,2.32,24.41,1.37B,1.1B,1.45,53.60%,21.83%,101.30,59.20,92.99,83.08,2.85M,2.23M,403.64M,403.64M,402.1M,0.20%,96.99%,10.11M,3.43,2.83%,2.50%,9.61M,0.08,0.08%,0.08,0.08%,--,3.98%,6/6/2024,5/15/2024,--,--,,,,,,,,,,
2024-07-23,PODD,13.60B,14.25B,58.33,69.44,3.55,8.13,17.20,8.0,39.95,12/31/2023,3/31/2024,13.14%,12.88%,6.74%,36.18%,1.78B,25.50,23.30%,--,339.4M,234M,3.32,116.40%,751.2M,10.73,1.4B,177.25%,3.74,11.29,232.8M,50.99M,1.15,-31.06%,21.83%,283.40,125.82,190.87,180.89,810.75k,588.13k,70.04M,70.04M,69.68M,0.34%,101.69%,2.87M,3.68,5.49%,4.10%,2.99M,--,--,0.00,0.00%,--,0.00%,--,--,--,--,,,,,,,,,,
2024-07-23,INTC,142.05B,173.19B,34.40,31.15,0.60,2.56,1.34,3.14,14.52,12/30/2023,3/30/2024,7.36%,-5.67%,0.24%,3.79%,55.24B,13.11,8.60%,--,10.5B,4.07B,0.97,--,21.31B,5.01,52.45B,47.36%,1.57,24.89,12.03B,-14.84B,1.05,-2.14%,21.83%,51.28,29.73,31.57,38.86,49.49M,65.06M,4.26B,4.5B,4.25B,0.06%,69.13%,96.01M,2.31,2.26%,2.26%,93.32M,0.5,1.50%,0.50,1.50%,2.88,51.55%,6/1/2024,5/6/2024,2:1,7/31/2000,,,,,,,,,,
2024-07-23,ICE,85.60B,107.05B,34.31,27.47,3.11,8.29,3.26,10.46,20.52,12/31/2023,3/31/2024,29.59%,47.99%,1.80%,10.29%,8.38B,14.77,20.80%,--,5.13B,2.48B,4.34,17.10%,863M,1.5,22.31B,84.86%,1.01,45.79,3.9B,7.79B,1.07,28.06%,21.83%,150.00,104.49,138.47,128.33,2.42M,3.04M,573.59M,573.59M,568.47M,1.00%,92.08%,5.12M,2.06,0.90%,0.89%,4.3M,1.8,1.21%,1.71,1.15%,1.24,39.31%,6/28/2024,9/13/2024,5:1,11/4/2016,,,,,,,,,,
2024-07-23,IFF,25.06B,35.37B,--,25.06,2.51,2.21,1.75,3.12,--,12/31/2023,3/31/2024,-22.01%,6.93%,1.19%,-15.50%,11.35B,44.51,-4.20%,--,1.78B,-2.5B,-9.78,--,732M,2.87,11.04B,77.06%,1.68,55.97,1.41B,1.98B,1.27,12.78%,21.83%,99.91,62.11,96.47,82.73,1.53M,1.04M,255.35M,257.89M,254.75M,0.05%,95.75%,3.3M,2.05,1.48%,1.29%,4.28M,1.6,1.63%,2.83,2.88%,2.86,"5,400.00%",7/10/2024,6/21/2024,3:1,1/20/1994,,,,,,,,,,
2024-07-23,IP,16.15B,20.98B,87.72,23.15,0.64,0.87,1.96,1.13,9.79,12/31/2023,3/31/2024,0.93%,3.01%,2.64%,2.23%,18.51B,53.47,-8.00%,--,2.04B,186M,0.53,-67.40%,1.07B,3.08,6.05B,73.23%,1.68,23.77,1.88B,787.75M,1.03,37.02%,21.83%,47.40,31.77,43.89,37.82,6.88M,4.9M,347.33M,347.33M,345.32M,0.44%,88.63%,22.65M,3.41,8.42%,6.52%,18.81M,1.85,3.98%,1.85,3.98%,4.76,349.06%,9/16/2024,8/15/2024,1056:1000,10/1/2021,,,,,,,,,,
2024-07-23,IPG,11.20B,13.89B,10.56,10.70,15.73,1.05,2.93,1.28,7.29,12/31/2023,3/31/2024,11.51%,8.36%,5.43%,29.02%,9.41B,24.61,0.30%,--,1.74B,1.08B,2.81,-12.40%,1.93B,5.12,4.62B,117.88%,1.06,10.13,944.9M,587.24M,1.11,-7.51%,21.83%,35.24,27.20,30.17,30.97,3.73M,3.71M,377.42M,377.42M,375.73M,0.39%,104.87%,22.13M,5.31,7.62%,5.86%,18.13M,1.32,4.45%,1.26,4.25%,3.96,44.84%,6/18/2024,6/4/2024,2:1,7/16/1999,,,,,,,,,,
2024-07-23,INTU,180.17B,181.99B,59.57,33.78,1.82,11.57,9.61,11.51,38.46,7/31/2023,7/31/2021,19.43%,15.70%,7.85%,16.90%,15.81B,56.42,41.00%,--,4.42B,3.07B,10.83,-14.60%,--,--,--,--,1.50,67.06,5.31B,4.7B,1.23,29.82%,21.83%,676.62,473.56,625.92,607.46,1.44M,1.22M,279.55M,282.56M,271.72M,2.88%,87.70%,3.74M,2.04,1.37%,1.34%,3.6M,3.6,0.56%,3.48,0.54%,0.61,32.16%,7/18/2024,7/10/2024,2:1,7/7/2006,,,,,,,,,,
2024-07-23,ISRG,163.86B,159.10B,79.23,72.99,4.76,21.89,11.14,21.01,66.14,12/31/2023,6/30/2024,27.65%,28.23%,7.99%,15.77%,7.57B,21.45,14.50%,--,2.39B,2.09B,5.81,25.20%,4.76B,13.39,282.8M,1.91%,5.15,41.40,1.66B,89.54M,1.39,39.35%,21.83%,468.78,254.85,421.22,364.73,1.4M,2.1M,355.35M,354.71M,353.19M,0.53%,89.08%,4.87M,3.28,1.38%,1.37%,3.85M,--,--,0.00,0.00%,--,0.00%,--,--,3:1,10/5/2021,,,,,,,,,,
2024-07-23,IVZ,7.42B,18.63B,7.03,10.12,1.62,1.3,0.70,3.23,15.87,12/31/2023,3/31/2024,-1.74%,14.44%,1.77%,-0.73%,5.77B,12.73,4.00%,--,998.8M,-337.2M,-0.74,-1.70%,895.7M,1.99,1.26B,7.93%,6.34,23.44,1.35B,720.85M,1.46,-0.78%,21.83%,18.28,12.48,15.47,15.35,4.06M,4.21M,449.83M,449.83M,333.46M,1.65%,87.98%,5.63M,1.48,2.09%,1.25%,7.78M,0.82,4.97%,0.81,4.88%,5.37,59.62%,6/4/2024,5/13/2024,25:10,11/8/2000,,,,,,,,,,
2024-07-23,INVH,22.24B,30.04B,41.25,52.63,20.79,8.95,2.19,12.07,19.09,12/31/2023,3/31/2024,21.93%,28.18%,2.29%,5.32%,2.47B,4.03,9.40%,--,1.38B,540.86M,0.88,18.40%,822.46M,1.34,8.56B,84.17%,5.26,16.55,1.05B,939.9M,0.99,2.11%,21.83%,36.91,28.49,35.30,33.90,3.13M,3.44M,612.54M,612.54M,610.35M,0.34%,102.20%,6.78M,2.16,1.57%,1.11%,10.14M,1.12,3.09%,1.08,2.98%,2.28,152.27%,7/19/2024,6/27/2024,--,--,,,,,,,,,,
2024-07-23,IQV,44.71B,56.48B,31.85,22.17,1.39,2.99,6.66,3.73,16.93,12/31/2023,6/30/2024,9.39%,14.37%,5.03%,22.84%,15.16B,83.15,2.30%,--,2.78B,1.42B,7.70,22.20%,1.68B,9.2,13.45B,200.33%,0.85,36.83,2.44B,1.78B,1.50,5.90%,21.83%,261.73,167.42,220.73,221.98,1.22M,1.24M,182.3M,184.32M,180.61M,0.92%,90.03%,3.08M,2.0,1.93%,1.69%,3.22M,--,--,0.00,0.00%,--,0.00%,--,--,--,--,,,,,,,,,,
2024-07-23,IRM,29.35B,44.39B,151.71,58.14,--,5.23,1.58k,7.87,26.34,12/31/2023,3/31/2024,3.43%,19.95%,4.15%,47.37%,5.64B,19.31,12.40%,--,1.89B,193.7M,0.66,14.70%,191.66M,0.65,15.53B,"7,850.25%",0.86,0.06,1.11B,-424.8M,1.00,61.32%,21.83%,101.38,56.51,87.37,73.89,1.82M,1.71M,293.13M,293.13M,290.21M,0.85%,82.41%,14.72M,5.95,6.02%,5.02%,10.63M,2.6,2.60%,2.54,2.53%,5.92,389.17%,7/5/2024,6/17/2024,1082:1000,9/26/2014,,,,,,,,,,
2024-07-23,JBHT,16.80B,18.23B,28.35,26.74,2.49,1.39,4.12,1.48,21.38,12/31/2023,6/30/2024,4.90%,7.02%,6.34%,15.13%,12.34B,119.89,-6.50%,--,1.59B,604.33M,5.81,-28.30%,53.51M,0.52,1.88B,46.08%,1.21,39.97,--,--,1.14,-17.55%,21.83%,219.51,153.12,161.11,182.98,911.01k,1.32M,101.99M,109.42M,80.24M,19.84%,76.00%,1.79M,2.11,2.17%,1.74%,2.44M,1.72,1.04%,1.70,1.03%,0.84,29.26%,8/16/2024,8/2/2024,2:1,5/24/2005,,,,,,,,,,
2024-07-23,JBL,12.85B,13.66B,10.28,11.89,--,0.48,5.65,0.45,4.91,8/31/2023,5/31/2024,4.63%,4.76%,5.20%,56.05%,30.38B,240.18,-20.20%,--,2.26B,1.4B,11.02,-44.60%,2.48B,21.89,3.26B,143.23%,1.13,19.17,1.87B,1.53B,1.27,1.19%,21.83%,156.94,100.18,115.47,126.38,1.6M,1.11M,113.44M,113.44M,109.05M,2.98%,103.54%,5.53M,2.87,6.33%,4.66%,3.65M,0.32,0.28%,0.32,0.28%,0.60,2.90%,9/4/2024,8/15/2024,2:1,3/31/2000,,,,,,,,,,
2024-07-23,JKHY,12.32B,12.54B,32.55,29.67,2.99,5.63,6.92,5.72,17.73,6/30/2023,3/31/2024,17.28%,20.81%,11.34%,22.81%,2.19B,30.06,5.90%,--,562.34M,378.52M,5.19,6.80%,27.25M,0.37,312.06M,17.53%,1.39,24.42,510.77M,323.81M,0.63,-2.58%,21.83%,178.37,136.57,165.45,163.38,439.78k,327.59k,72.9M,72.9M,72.39M,0.68%,97.25%,1.84M,3.39,3.30%,2.52%,1.57M,2.2,1.30%,2.11,1.25%,1.12,40.66%,6/17/2024,5/28/2024,2:1,3/5/2001,,,,,,,,,,
2024-07-23,J,18.71B,21.33B,28.74,16.29,0.81,1.12,2.82,1.26,15.75,9/29/2023,3/29/2024,3.83%,6.78%,4.69%,9.60%,16.9B,134.01,4.70%,--,1.4B,658.85M,5.20,-25.10%,1.03B,8.25,3.65B,49.34%,1.17,52.90,915.96M,857.53M,0.70,18.41%,21.83%,154.50,120.71,140.02,138.72,661.29k,514.91k,125.21M,125.21M,123.75M,1.00%,87.65%,1.43M,1.88,1.31%,1.15%,1.37M,1.16,0.78%,1.07,0.72%,0.73,20.58%,8/23/2024,7/26/2024,2:1,3/16/2007,,,,,,,,,,
2024-07-23,JNJ,371.21B,378.62B,23.58,15.34,0.98,4.82,5.30,4.81,17.39,12/31/2023,6/30/2024,43.91%,29.43%,--,--,86.58B,35.59,--,--,31.15B,16.38B,6.54,--,26.22B,10.89,33.63B,48.03%,--,29.09,--,--,0.52,-10.53%,21.83%,175.97,143.13,148.67,153.38,7.29M,7.51M,2.41B,2.41B,2.4B,0.08%,71.69%,21.17M,2.79,0.88%,0.88%,19.93M,4.96,3.22%,4.81,3.12%,2.70,73.55%,9/10/2024,8/27/2024,2:1,6/13/2001,,,,,,,,,,
2024-07-23,JCI,47.29B,57.17B,28.42,17.12,0.99,1.79,3.02,2.13,21.80,9/30/2023,3/31/2024,6.32%,-1.04%,2.96%,11.04%,26.83B,39.41,0.20%,--,2.96B,1.7B,2.47,--,843M,1.25,12.08B,71.72%,0.87,23.24,1.75B,1.77B,1.29,1.99%,21.83%,74.23,47.90,69.32,60.12,5M,3.21M,673.68M,673.68M,670.92M,0.30%,94.71%,10.15M,2.25,1.69%,1.51%,15.18M,1.48,2.11%,1.48,2.11%,2.29,59.92%,7/19/2024,6/24/2024,955:1000,9/6/2016,,,,,,,,,,
2024-07-23,JPM,598.27B,--,11.72,12.64,3.36,3.77,1.89,6.58,--,12/31/2023,6/30/2024,33.47%,50.38%,1.35%,16.55%,161.42B,55.47,32.00%,--,--,52.22B,17.94,25.40%,1.66T,582.57,904.09B,--,--,111.30,--,--,1.11,34.09%,21.83%,217.56,135.19,201.57,178.58,9.07M,10.55M,2.85B,2.85B,2.83B,0.44%,73.27%,23.08M,2.54,0.81%,0.80%,20.76M,4.6,2.19%,4.40,2.09%,2.81,24.53%,7/31/2024,7/5/2024,3:2,6/12/2000,,,,,,,,,,
2024-07-23,JNPR,12.11B,12.59B,54.18,18.76,1.19,2.26,2.70,2.36,25.88,12/31/2023,3/31/2024,4.19%,1.58%,3.13%,5.02%,5.34B,16.69,-16.20%,--,660.6M,224M,0.69,--,1.26B,3.87,1.82B,40.65%,1.74,13.79,1.01B,811.72M,0.95,24.92%,21.83%,38.04,24.87,35.72,33.47,2.26M,1.97M,324.99M,325.69M,320.44M,1.28%,90.66%,11.87M,4.54,5.64%,3.65%,10.46M,0.88,2.36%,0.88,2.36%,2.94,128.00%,6/24/2024,6/3/2024,2:1,6/16/2000,,,,,,,,,,
2024-07-23,K,19.70B,26.05B,24.41,15.87,1.26,1.53,6.25,2.01,14.43,12/30/2023,3/30/2024,7.09%,13.00%,5.36%,21.27%,12.98B,37.97,-4.20%,--,1.85B,812M,2.36,-10.40%,251M,0.73,6.68B,203.66%,0.62,9.24,1.73B,327.12M,0.35,-9.72%,21.83%,64.07,47.63,59.04,55.59,2.42M,1.76M,341.88M,341.88M,336.99M,0.94%,87.99%,12.33M,5.38,4.38%,3.61%,10.37M,2.24,3.89%,2.31,4.01%,3.62,97.88%,6/14/2024,6/3/2024,1065:1000,10/2/2023,,,,,,,,,,
2024-07-23,KVUE,34.91B,42.45B,23.41,16.08,1.73,2.25,3.29,2.74,13.76,12/31/2023,3/31/2024,9.63%,17.00%,5.91%,9.65%,15.49B,8.17,1.10%,--,3.6B,1.49B,0.78,-36.90%,1.16B,0.6,8.7B,81.89%,0.99,5.55,2.65B,2.09B,--,-27.43%,21.83%,25.23,17.67,18.88,19.76,22.61M,17.79M,1.91B,1.91B,1.91B,0.02%,92.25%,36.08M,1.58,1.89%,1.88%,29.7M,0.8,4.39%,0.60,3.29%,--,77.05%,5/22/2024,5/7/2024,--,--,,,,,,,,,,
2024-07-23,KDP,44.50B,60.64B,21.18,17.06,2.71,3.08,1.81,4.06,14.70,12/31/2023,3/31/2024,14.52%,21.94%,4.10%,8.72%,14.93B,10.72,3.40%,--,4.11B,2.17B,1.55,-2.80%,317M,0.23,16.75B,67.94%,0.51,18.19,1.34B,395.88M,0.62,1.58%,21.83%,35.00,27.66,33.69,31.79,7.49M,7.78M,1.36B,1.36B,1.05B,21.92%,73.02%,21.62M,2.81,2.04%,1.60%,16.03M,0.86,2.62%,0.85,2.57%,2.15,54.52%,7/12/2024,6/28/2024,--,--,,,,,,,,,,
2024-07-23,KEY,14.87B,--,20.75,14.03,0.85,2.47,1.21,6.63,--,12/31/2023,6/30/2024,15.00%,23.34%,0.45%,6.00%,5.74B,6.18,-0.40%,--,--,716M,0.76,-4.50%,2.54B,2.7,22.19B,--,--,13.03,--,--,1.25,35.71%,21.83%,16.47,9.50,14.46,13.74,12.88M,17.42M,943.2M,942.86M,938.27M,0.36%,80.73%,29.89M,2.17,4.08%,3.17%,29.62M,0.82,5.20%,0.82,5.20%,4.92,107.89%,9/13/2024,8/27/2024,2:1,3/9/1998,,,,,,,,,,
2024-07-23,KEYS,24.48B,24.86B,30.56,18.76,2.50,4.8,4.99,4.81,17.89,10/31/2023,4/30/2024,15.71%,14.72%,7.74%,16.90%,5.17B,29.28,-12.50%,--,1.34B,812M,4.59,-55.50%,1.66B,9.49,2.04B,41.59%,1.99,28.13,1.06B,775.63M,0.95,-17.08%,21.83%,170.60,118.57,141.28,144.89,1.15M,1.09M,174.54M,174.54M,173.47M,0.57%,89.41%,2.92M,2.31,2.17%,1.67%,2.85M,--,--,0.00,0.00%,--,0.00%,--,--,--,--,,,,,,,,,,
2024-07-23,KMB,48.53B,55.65B,26.45,20.33,1.74,2.4,46.49,2.73,17.76,12/31/2023,3/31/2024,9.05%,17.89%,10.66%,180.64%,20.38B,60.37,-0.90%,--,3.76B,1.84B,5.45,14.30%,853M,2.53,8B,675.34%,0.81,3.10,3.37B,1.96B,0.39,8.44%,21.83%,145.62,116.32,137.36,126.96,2.04M,2.11M,336.71M,336.71M,335.76M,0.17%,79.54%,4.46M,1.96,1.33%,1.33%,4.51M,4.88,3.39%,4.76,3.30%,3.36,87.34%,7/2/2024,6/7/2024,1043:1000,11/3/2014,,,,,,,,,,
2024-07-23,KIM,14.47B,22.05B,40.51,32.57,--,7.34,1.36,11.96,18.61,12/31/2023,3/31/2024,19.17%,31.63%,2.03%,3.51%,1.84B,2.93,13.70%,--,1.12B,327.41M,0.53,--,143.23M,0.21,7.74B,71.42%,1.50,15.75,902.47M,832.05M,1.50,4.22%,21.83%,22.84,16.34,19.32,19.26,3.98M,4.49M,674.12M,674.12M,654.34M,2.17%,93.59%,15.08M,3.46,3.08%,2.24%,12.39M,0.96,4.47%,0.94,4.38%,4.87,177.36%,6/20/2024,6/6/2024,2:1,8/24/2005,,,,,,,,,,
2024-07-23,KMI,48.50B,80.00B,20.05,17.21,1.68,3.16,1.60,5.21,12.27,12/31/2023,6/30/2024,15.93%,27.80%,3.78%,8.01%,15.36B,6.91,2.00%,--,6.46B,2.43B,1.09,-1.90%,122M,0.05,32.02B,101.03%,0.37,13.67,6.48B,-299M,0.92,20.99%,21.83%,21.86,15.89,19.80,18.07,13.79M,19.44M,2.22B,2.22B,1.94B,12.81%,65.96%,46.22M,3.43,2.39%,2.08%,43.08M,1.15,5.26%,1.14,5.22%,6.27,104.13%,8/15/2024,7/31/2024,--,--,,,,,,,,,,
2024-07-23,KKR,104.60B,36.49B,26.37,25.00,1.07,5.21,4.88,1.75,3.43,12/31/2023,3/31/2024,15.64%,12.83%,1.99%,10.86%,26.06B,29.83,229.00%,--,--,4.04B,4.47,100.70%,43.92B,49.49,50.01B,87.87%,1.00,24.20,1.97B,--,1.62,93.45%,21.83%,119.83,53.72,106.98,89.13,6.92M,3.62M,887.4M,921.97M,671.59M,24.04%,57.82%,23.15M,1.88,3.43%,2.61%,7M,0.7,0.59%,0.67,0.57%,1.21,14.77%,5/28/2024,5/10/2024,--,--,,,,,,,,,,
2024-07-23,KLAC,108.99B,111.52B,42.38,29.67,2.90,11.53,35.22,11.62,29.92,6/30/2023,3/31/2024,27.19%,34.19%,15.19%,90.35%,9.6B,70.60,-3.00%,--,3.89B,2.61B,19.10,-13.80%,4.29B,31.9,6.82B,220.48%,2.14,22.97,3.38B,2.48B,1.26,73.67%,21.83%,896.32,440.15,799.88,650.90,797.68k,842.51k,134.64M,134.64M,134.34M,0.10%,92.47%,2.72M,3.27,2.02%,2.02%,2.97M,5.8,0.72%,5.50,0.68%,1.31,28.80%,5/31/2024,5/14/2024,2:1,1/19/2000,,,,,,,,,,
2024-07-23,KHC,39.85B,58.77B,14.33,10.76,0.93,1.52,0.80,2.21,10.70,12/30/2023,3/30/2024,10.62%,20.78%,3.78%,5.68%,26.56B,21.70,-1.20%,--,6.45B,2.82B,2.29,-4.20%,1.63B,1.34,20.54B,41.35%,1.09,40.79,4.26B,2.62B,0.52,-10.21%,21.83%,38.96,30.68,33.85,35.12,7.7M,7.62M,1.21B,1.21B,884.17M,27.08%,55.39%,27.19M,3.15,3.07%,2.24%,19.44M,1.6,4.88%,1.60,4.88%,4.68,69.87%,6/28/2024,6/6/2024,--,--,,,,,,,,,,
2024-07-23,KR,39.60B,54.82B,18.72,12.36,1.34,0.27,3.19,0.37,7.88,2/3/2024,5/22/2021,1.43%,1.99%,5.99%,18.57%,150.14B,208.82,-0.60%,--,8.07B,2.14B,2.93,-88.40%,2.31B,3.09,21.15B,229.20%,0.87,12.34,6.27B,2.3B,0.44,12.67%,21.83%,58.34,42.10,52.33,49.48,5.53M,4.34M,721.79M,752.2M,741.17M,7.61%,76.14%,16.05M,2.42,2.53%,2.22%,15.17M,1.28,2.33%,1.16,2.11%,2.04,38.57%,9/1/2024,8/15/2024,2:1,7/14/2015,,,,,,,,,,
2024-07-23,LHX,45.17B,58.40B,38.67,18.48,1.04,2.25,2.42,2.9,19.53,12/29/2023,3/29/2024,5.82%,11.99%,3.89%,6.16%,20.16B,106.38,16.60%,--,3.64B,1.17B,6.17,-16.00%,477M,2.52,13.71B,73.19%,0.98,98.52,1.64B,1.39B,0.72,18.15%,21.83%,242.86,160.25,224.77,206.82,814.7k,781.68k,189.68M,189.68M,188.53M,0.33%,84.96%,1.19M,1.45,0.71%,0.63%,1.17M,4.64,1.95%,4.58,1.92%,1.89,74.38%,9/20/2024,9/6/2024,10000:9448,5/11/2009,,,,,,,,,,
2024-07-23,LH,18.07B,23.94B,45.80,14.39,1.31,1.51,2.27,1.95,17.35,12/31/2023,3/31/2024,3.52%,10.17%,3.76%,4.37%,12.3B,142.99,4.60%,--,1.62B,399.2M,4.67,7.10%,99.3M,1.18,6.05B,75.83%,0.88,94.42,1.28B,1.05B,1.03,-3.32%,21.83%,234.09,191.97,203.76,210.98,693.84k,534.12k,84.29M,84.29M,83.87M,0.35%,96.71%,1.94M,2.68,3.06%,2.30%,2.34M,2.88,1.34%,2.88,1.34%,--,61.54%,6/12/2024,5/28/2024,1164:1000,7/3/2023,,,,,,,,,,
2024-07-23,LRCX,127.74B,127.05B,35.88,26.81,2.79,9.11,15.92,8.92,27.53,6/25/2023,3/31/2024,25.35%,28.67%,13.53%,43.95%,14.24B,107.68,-2.00%,--,4.42B,3.61B,27.26,18.70%,5.67B,43.38,4.98B,62.12%,2.82,61.36,4.91B,3.73B,1.49,50.26%,21.83%,"1,130.00",574.42,"1,003.63",857.52,967.47k,1.16M,130.74M,145.37M,130.23M,0.24%,88.82%,2.49M,2.43,1.91%,1.91%,2.54M,8,0.82%,7.72,0.79%,1.21,28.37%,7/10/2024,6/18/2024,3:1,3/17/2000,,,,,,,,,,
2024-07-23,LW,11.46B,15.28B,10.57,13.26,4.34,1.77,6.52,2.33,11.49,5/28/2023,2/25/2024,16.71%,15.52%,11.03%,88.52%,6.55B,45.10,16.30%,--,1.37B,1.09B,7.51,-16.60%,62.3M,0.43,3.88B,220.73%,1.19,12.18,908.1M,-332.89M,0.73,-24.43%,21.83%,117.38,76.61,84.07,94.01,1.96M,2.57M,144.39M,144.39M,143.41M,0.70%,91.02%,7.62M,4.29,6.00%,5.28%,7.65M,1.44,1.81%,1.20,1.51%,1.23,15.98%,8/30/2024,8/2/2024,--,--,,,,,,,,,,
2024-07-23,LVS,30.85B,39.85B,20.00,15.17,0.57,2.81,7.80,3.55,9.32,12/31/2023,3/31/2024,13.99%,24.70%,7.62%,47.59%,11.21B,14.76,39.60%,--,3.94B,1.57B,2.07,236.10%,4.96B,6.65,13.96B,346.76%,1.30,5.31,3.5B,1.56B,1.12,-27.79%,21.83%,60.47,40.51,44.10,47.98,6.03M,4.3M,745.05M,745.05M,386M,51.97%,46.20%,13.99M,1.8,3.51%,1.88%,11.89M,0.8,1.93%,0.80,1.93%,4.75,28.99%,5/15/2024,5/6/2024,--,--,,,,,,,,,,
2024-07-23,LDOS,20.69B,25.23B,65.38,18.08,--,1.34,4.86,1.61,23.17,12/29/2023,3/29/2024,2.04%,10.36%,6.99%,7.45%,15.71B,114.91,7.50%,--,1.77B,321M,2.34,75.30%,633M,4.68,5.17B,119.96%,1.35,31.52,1.33B,978.12M,0.68,65.93%,21.83%,155.45,89.22,147.11,122.68,941.03k,847.23k,135.21M,135.21M,133.98M,1.07%,78.20%,1.45M,1.6,1.42%,1.07%,2.27M,1.52,0.99%,1.48,0.97%,1.41,63.25%,6/28/2024,6/14/2024,405:1000,9/30/2013,,,,,,,,,,
2024-07-23,LEN,46.97B,46.71B,11.76,12.06,1.44,1.34,1.76,1.31,8.23,11/30/2023,5/31/2024,11.58%,14.13%,9.27%,15.96%,35.78B,128.58,9.00%,--,5.72B,4.1B,14.66,9.50%,6.38B,11.62,3.81B,14.12%,11.25,97.88,4.15B,4.84B,1.60,35.25%,21.83%,177.79,102.90,156.30,146.61,2.19M,2.82M,241.7M,275.83M,489.03M,2.60%,94.69%,6.26M,2.36,2.98%,2.28%,5.47M,2,1.16%,1.75,1.01%,1.02,11.93%,7/19/2024,7/5/2024,1017:1000,11/9/2017,,,,,,,,,,
